hike_region,total_distance,elevation_gain,num_reviews,stars,hike_url,hike_id,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,views,hiking,nature_trips,walking,bird_watching,trail_running,forest,no_dogs,mountain_bike,backpacking,horseback_riding,beach,fishing,partially_paved,road_biking,off_road_driving,wheelchair_friendly,stroller_friendly,paved,historic_site,rock_climbing,snowshoeing,city_walk,cave,paddle_sports,scenic_driving,surfing,cross_country_skiing,hot_springs,rails_trails,skiing,rocky,snow,muddy,bugs,overgrown,scramble,blowdown,off_trail,no_shade,private_property,closed,washed_out,old_growth,elevation_per_mile,power_rating,hike_difficulty_EASY,hike_difficulty_HARD,hike_difficulty_MODERATE,route_type_Loop,route_type_Out & Back,route_type_Point to Poin,foot_traffic_Heavy,foot_traffic_Light,foot_traffic_Moderate,foot_traffic_Unknown Foot Traffic
Gifford Pinchot National Forest,4.7,1446,229,4.5,https://www.alltrails.com/trail/us/washington/silver-star-and-eds-trail-loop,hike66,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,307.6595744680851,64.87,0,0,1,0,1,0,0,0,1,0
Olympic National Park,19.0,5308,94,4.9,https://www.alltrails.com/trail/us/washington/high-divide-seven-lakes-basin-loop?p=21483338,hike67,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,279.36842105263156,76.17,0,1,0,1,0,0,0,0,1,0
Mount Baker National Forest,5.6,1820,164,4.8,https://www.alltrails.com/trail/us/washington/chain-lakes-loop-trail,hike68,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,325.0,80.92,0,1,0,1,0,0,1,0,0,0
,3.0,226,463,4.5,https://www.alltrails.com/trail/us/washington/sequalitchew-creek-trail,hike69,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,75.33333333333333,69.92,1,0,0,0,1,0,0,1,0,0
Meadowdale County Park,2.2,403,413,4.5,https://www.alltrails.com/trail/us/washington/meadowdale-beach-trails,hike70,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.18181818181816,69.22,0,0,1,0,1,0,0,0,1,0
Mount Si Natural Resources Conservation Area,6.2,2004,235,4.1,https://www.alltrails.com/trail/us/washington/mt-si-and-kamikaze-teneriffe-falls,hike71,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,323.22580645161287,36.27,0,1,0,1,0,0,0,1,0,0
Olympic National Park,1.4,68,187,4.6,https://www.alltrails.com/trail/us/washington/ruby-beach-trail,hike72,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.57142857142858,69.78,1,0,0,1,0,0,1,0,0,0
Mount Rainier National Park,5.6,1145,140,4.7,https://www.alltrails.com/trail/us/washington/mount-fremont-lookout-trail,hike73,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,204.46428571428572,72.31,0,0,1,0,1,0,1,0,0,0
Boulder River Wilderness,8.8,1646,288,4.3,https://www.alltrails.com/trail/us/washington/boulder-river-trail,hike74,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,187.04545454545453,51.4,0,0,1,0,1,0,1,0,0,0
Middle Fork Snoqualmie Natural Resources Conservation Area,4.5,3989,454,4.7,https://www.alltrails.com/trail/us/washington/mailbox-peak-old-trail,hike75,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,886.4444444444445,86.83,0,1,0,0,1,0,1,0,0,0
Olympic National Forest,11.3,4035,237,4.7,https://www.alltrails.com/trail/us/washington/mt-townsend-trail,hike76,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,357.0796460176991,79.6,0,1,0,0,1,0,1,0,0,0
Mount Saint Helens National Volcanic Monument,7.8,1564,225,4.7,https://www.alltrails.com/trail/us/washington/harrys-ridge,hike77,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.51282051282053,78.93,0,0,1,0,1,0,0,0,1,0
North Cascades National Park,5.3,958,177,4.6,https://www.alltrails.com/trail/us/washington/blue-lake,hike78,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,180.75471698113208,69.15,0,0,1,0,1,0,0,0,1,0
Gifford Pinchot National Forest,5.1,1079,207,4.6,https://www.alltrails.com/trail/us/washington/falls-creek-trail-loop,hike79,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,211.56862745098042,70.92,0,0,1,1,0,0,0,0,1,0
Olympic National Park,2.1,213,249,4.4,https://www.alltrails.com/trail/us/washington/staircase-rapids-nature-loop-trail-four-stream-to-north-fork,hike80,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,101.42857142857143,58.22,1,0,0,1,0,0,1,0,0,0
Point Defiance Park,5.1,488,362,4.3,https://www.alltrails.com/trail/us/washington/point-defiance-park-outer-loop,hike81,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.68627450980392,52.14,1,0,0,1,0,0,1,0,0,0
Mount Baker Snoqualmie National Forest,7.6,3218,259,4.6,https://www.alltrails.com/trail/us/washington/bandera-mountain-summit?p=22970216,hike82,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.42105263157896,73.3,0,1,0,0,1,0,1,0,0,0
Gifford Pinchot National Forest,6.3,2096,249,4.6,https://www.alltrails.com/trail/us/washington/silver-star-mountain-via-grouse-vista-trail,hike83,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,332.6984126984127,72.89,0,1,0,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,4.5,387,293,4.5,https://www.alltrails.com/trail/us/washington/icicle-gorge-trail,hike84,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,86.0,66.83,1,0,0,1,0,0,0,1,0,0
O Relly Acres Co Park Resv,6.7,918,380,4.2,https://www.alltrails.com/trail/us/washington/lime-kiln-trail,hike85,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,137.01492537313433,44.08,0,0,1,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,5.5,1758,369,4.3,https://www.alltrails.com/trail/us/washington/icicle-ridge-trail-1570,hike86,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.6363636363636,52.19,0,0,1,0,1,0,1,0,0,0
Mount Baker Wilderness,7.7,2381,169,4.7,https://www.alltrails.com/trail/us/washington/skyline-divide,hike87,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,309.2207792207792,75.02,0,1,0,0,1,0,1,0,0,0
Green Mountain State Forest,4.3,1043,285,4.1,https://www.alltrails.com/trail/us/washington/green-mountain-lookout-via-gold-creek-trail,hike88,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.55813953488374,36.11,0,0,1,0,1,0,0,0,1,0
Olympic National Forest,4.3,2057,298,4.2,https://www.alltrails.com/trail/us/washington/mount-walker,hike89,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,478.37209302325584,43.79,0,1,0,0,1,0,1,0,0,0
Gifford Pinchot National Forest,2.3,1138,298,4.5,https://www.alltrails.com/trail/us/washington/wind-mountain-trail,hike90,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,494.7826086956522,66.96,0,0,1,0,1,0,0,0,1,0
Lacamas Creek Park,3.7,374,319,4.2,https://www.alltrails.com/trail/us/washington/lake-to-lake-trail-red-tape-trail-palmer-trail-to-round-lake-loop,hike91,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.08108108108108,43.88,1,0,0,1,0,0,1,0,0,0
Ross Lake National Recreation Area,7.5,1538,153,4.0,https://www.alltrails.com/trail/us/washington/diablo-lake-trail,hike92,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,205.06666666666666,30.54,0,0,1,0,1,0,0,0,1,0
Palouse Falls State Park,1.2,206,198,4.4,https://www.alltrails.com/trail/us/washington/palouse-falls-trail,hike93,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.66666666666669,56.83,0,0,1,1,0,0,0,0,1,0
Mount Baker National Forest,7.2,2020,138,4.7,https://www.alltrails.com/trail/us/washington/park-butte-lookout-trail,hike94,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,280.55555555555554,72.1,0,0,1,0,1,0,1,0,0,0
Cougar Mountain Regional Wildland Park,6.8,1633,362,4.2,https://www.alltrails.com/trail/us/washington/margarets-way-trail,hike95,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.14705882352942,44.03,0,0,1,0,1,0,0,0,1,0
Larrabee State Park,4.5,1099,272,4.3,https://www.alltrails.com/trail/us/washington/fragrance-lake-trail,hike96,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.22222222222223,51.2,0,0,1,1,0,0,0,0,1,0
Dishman Hills Natural Area,4.6,1230,304,4.4,https://www.alltrails.com/trail/us/washington/iller-creek-conservation-area-trail,hike97,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,267.3913043478261,59.35,0,0,1,1,0,0,1,0,0,0
Mount Baker Snoqualmie National Forest,6.7,1092,214,4.5,https://www.alltrails.com/trail/us/washington/iron-goat-trail,hike98,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.98507462686567,64.3,0,0,1,1,0,0,1,0,0,0
Mount Baker Snoqualmie National Forest,9.5,3923,171,4.6,https://www.alltrails.com/trail/us/washington/mount-dickerman-trail--4,hike99,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,412.94736842105266,68.75,0,1,0,0,1,0,1,0,0,0
Olympic National Park,11.2,433,172,4.4,https://www.alltrails.com/trail/us/washington/spruce-railroad-trail-lake-crescent,hike100,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.660714285714285,55.92,1,0,0,0,1,0,0,0,1,0
Olympic National Park,30.6,4642,99,4.8,https://www.alltrails.com/trail/us/washington/enchanted-valley-chalet-via-east-fork-quinault-river-trail,hike101,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,151.69934640522874,72.2,0,1,0,0,1,0,0,0,1,0
Mount Rainier National Park,4.0,705,168,4.7,https://www.alltrails.com/trail/us/washington/silver-falls-trail,hike102,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.25,74.93,1,0,0,1,0,0,1,0,0,0
Squak Mountain State Park,6.6,1811,258,3.8,https://www.alltrails.com/trail/us/washington/squak-mountain-road-southeast-to-may-valley-loop-trail,hike103,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.39393939393943,13.95,0,0,1,1,0,0,0,1,0,0
Mount Si Natural Resources Conservation Area,11.1,4307,251,4.5,https://www.alltrails.com/trail/us/washington/teneriffe-falls-and-mount-teneriffe-loop,hike104,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,388.01801801801804,65.62,0,1,0,1,0,0,0,0,1,0
St Edward  State Park,2.2,442,301,4.3,https://www.alltrails.com/trail/us/washington/watertower-south-ridge-beach-and-north-trail-loop,hike105,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.9090909090909,51.55,1,0,0,1,0,0,1,0,0,0
Gifford Pinchot National Forest,3.0,659,185,4.7,https://www.alltrails.com/trail/us/washington/lower-falls-creek-trail,hike106,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,219.66666666666666,76.29,0,0,1,0,1,0,1,0,0,0
Mount Rainier National Park,2.4,862,75,4.5,https://www.alltrails.com/trail/us/washington/narada-falls-trail,hike107,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,359.1666666666667,54.57,0,0,1,0,1,0,0,0,1,0
Green Lake Park,2.8,29,263,4.4,https://www.alltrails.com/trail/us/washington/green-lake-loop-trail,hike108,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.357142857142858,58.54,1,0,0,1,0,0,1,0,0,0
Cougar Mountain Regional Wildland Park,3.2,1210,239,3.9,https://www.alltrails.com/trail/us/washington/whittaker-wilderness-peak-trail,hike109,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,378.125,21.78,0,0,1,1,0,0,0,0,1,0
Mount Baker Snoqualmie National Forest,7.2,2253,178,4.6,https://www.alltrails.com/trail/us/washington/beckler-peak,hike110,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,312.9166666666667,69.21,0,0,1,0,1,0,0,0,1,0
Capitol State Forest,4.7,557,319,3.8,https://www.alltrails.com/trail/us/washington/mima-falls-trail,hike111,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118.51063829787233,12.43,1,0,0,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,13.4,4127,80,4.8,https://www.alltrails.com/trail/us/washington/tuck-and-robin-lakes,hike112,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,307.98507462686564,68.52,0,1,0,0,1,0,0,0,1,0
Mount Rainier National Park,8.2,2152,119,4.8,https://www.alltrails.com/trail/us/washington/summer-land-trail,hike113,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262.4390243902439,75.41,0,0,1,0,1,0,0,0,0,1
Olympic National Park,8.6,511,164,4.6,https://www.alltrails.com/trail/us/washington/ozette-triangle-trail,hike114,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,59.418604651162795,68.26,0,0,1,1,0,0,1,0,0,0
Mount Rainier National Park,1.2,45,215,4.3,https://www.alltrails.com/trail/us/washington/grove-of-the-patriarchs-nature-trail,hike115,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,50.35,1,0,0,0,1,0,1,0,0,0
Buckhorn Wilderness,10.0,3520,142,4.7,https://www.alltrails.com/trail/us/washington/upper-big-quilcene-trail-via-marmot-pass,hike116,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,352.0,72.51,0,1,0,0,1,0,0,0,1,0
Gifford Pinchot National Forest,21.9,4363,148,4.6,https://www.alltrails.com/trail/us/washington/siouxon-trail-upper-siouxon-trailhead,hike117,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,199.22374429223746,67.05,0,0,1,0,1,0,1,0,0,0
Nisqually National Wildlife Refuge,4.5,42,266,4.2,https://www.alltrails.com/trail/us/washington/nisqually-estuary-boardwalk-and-twin-barns-trail,hike118,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.333333333333334,43.64,1,0,0,0,1,0,1,0,0,0
Dash Point State Park,4.8,498,210,4.1,https://www.alltrails.com/trail/us/washington/dash-point-state-trail,hike119,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103.75,36.38,1,0,0,1,0,0,0,1,0,0
Deception Pass State Park,2.4,321,184,4.3,https://www.alltrails.com/trail/us/washington/lighthouse-point-via-bowman-bay-rosario-beach-trail,hike120,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.75,49.74,0,0,1,1,0,0,0,0,1,0
Cougar Mountain Regional Wildland Park,2.6,544,184,4.1,https://www.alltrails.com/trail/us/washington/red-town-and-cave-hole-trail-loop,hike121,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209.23076923076923,36.5,1,0,0,1,0,0,0,0,1,0
Mount Rainier National Park,96.2,25341,56,4.6,https://www.alltrails.com/trail/us/washington/the-wonderland-trail,hike122,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.4199584199584,55.54,0,1,0,1,0,0,1,0,0,0
Okanogan-Wenatchee National Forest,7.2,1427,133,4.4,https://www.alltrails.com/trail/us/washington/eightmile-lake-trail,hike123,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,198.19444444444443,54.19,0,0,1,0,1,0,0,0,1,0
Tiger Mountain State Forest,2.4,715,161,4.1,https://www.alltrails.com/trail/us/washington/talus-rocks-loop,hike124,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.9166666666667,36.64,1,0,0,1,0,0,0,1,0,0
Olympic National Park,0.3,42,140,4.3,https://www.alltrails.com/trail/us/washington/madison-falls-trail,hike125,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,48.62,1,0,0,0,1,0,0,0,1,0
Olympic National Park,12.0,4570,110,4.4,https://www.alltrails.com/trail/us/washington/lena-lake-trail-to-upper-lena-lake-trail,hike126,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.8333333333333,52.89,0,1,0,0,1,0,1,0,0,0
Gifford Pinchot National Forest,9.7,5577,262,4.8,https://www.alltrails.com/trail/us/washington/mount-saint-helens-via-worm-flows-trail,hike127,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,574.9484536082475,88.31,0,1,0,0,1,0,1,0,0,0
Mount Baker National Forest,2.5,1040,182,4.6,https://www.alltrails.com/trail/us/washington/sauk-mountain-trail,hike128,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,416.0,69.47,0,0,1,0,1,0,1,0,0,0
Mount Rainier National Park,2.4,1056,111,4.6,https://www.alltrails.com/trail/us/washington/pinnacle-peak-trail,hike129,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,440.0,63.57,0,0,1,0,1,0,1,0,0,0
Mount Baker Snoqualmie National Forest,7.6,3503,106,4.6,https://www.alltrails.com/trail/us/washington/mount-defiance-and-mason-lake-trail,hike130,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,460.92105263157896,63.01,0,1,0,0,1,0,1,0,0,0
Mount Baker Snoqualmie National Forest,4.9,492,193,4.4,https://www.alltrails.com/trail/us/washington/greenwater-lakes-trail,hike131,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.40816326530611,56.66,1,0,0,0,1,0,0,1,0,0
Mount Baker National Forest,5.9,1988,156,4.7,https://www.alltrails.com/trail/us/washington/heliotrope-ridge-trail--6,hike132,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,336.9491525423729,73.88,0,1,0,0,1,0,1,0,0,0
Mount Baker Snoqualmie National Forest,9.2,3717,148,4.5,https://www.alltrails.com/trail/us/washington/mcclellan-butte-trail,hike133,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,404.0217391304348,60.98,0,1,0,0,1,0,0,0,1,0
